Date,Tweet,City,Country,random #
Mon Apr 30 18:44:18 +0000 2018,"  Receiving a flu vaccine, which many falsely believe is a healthy practice, may be the cause of this tragic event. ",none,none,0.618505797
Tue Apr 24 17:46:24 +0000 2018,  I'm so glad to see this news today. Thank you for this important work. There's no reason why any of our children should be…,none,none,0.504986243
Mon Apr 02 19:34:03 +0000 2018,  Prediction Using Propagation: From Flu Trends to Cybersecurity Using Propagation-Based Models to Generatively Model Estima…,none,none,0.082940732
Thu Apr 05 18:30:11 +0000 2018,  This man said the flu shot was what was making people sick and then he went missing ... smh ,none,none,0.609362223
Wed Apr 25 20:54:52 +0000 2018,lesbian erotica free porn lez nakes girls sex exam video adult flu nude slave women harassment pictures  ,none,none,0.987237386
Tue Mar 27 18:22:54 +0000 2018,Someone has jinxed the warriors stars. ,none,none,0.168263217
Thu Apr 26 17:50:42 +0000 2018,  Another Scientist found mysteriously dead after he warned that the recent flu epidemic was caused by the flu vaccine.…,none,none,0.986557835
Tue Mar 27 18:49:24 +0000 2018, did McCain get put in the Naughty Chair by  &amp;  ... or does she have the 24 Hour (Last Minute) Flu? they could have had a last minute fill-in/Co-host. ,none,none,0.572447199
Tue Apr 03 18:35:54 +0000 2018,Day 6 of the worst flu ever. After a week of norovirus. #nofilter… ,none,none,0.421032484
Thu Apr 05 18:39:29 +0000 2018, Bro I have the flu and strep throat. I’ll be back Monday,none,none,0.737246523
Mon Apr 23 18:05:28 +0000 2018,  ME: *researching the 1918 Flu Pandemic for Extra History*  BRAIN: “GUESS WHO’S HAVING HISTORY NIGHTMARES FOR THE NEXT TH…,none,none,0.569197453
Fri Mar 30 18:53:58 +0000 2018,  Irish flu vaccines. ,none,none,0.9665127
Sun Apr 01 20:28:42 +0000 2018,"  President Trump’s worst behaviors can infect us all just like the flu, according to science ",none,none,0.367821558
Wed Mar 28 18:42:11 +0000 2018,Higher prices help foie gras farmers overcome bird flu crises ,none,none,0.367611279
Tue Apr 17 16:39:20 +0000 2018,"  Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none,0.027439913
Mon Apr 02 19:12:19 +0000 2018, It is a pit of pink eye and flu littered with possible pedophiles. Add to that the craziness of multiple exits and I’m out. My kids have only been a couple of times. I’d rather do the zoo any day.,none,none,0.944351851
Fri Mar 30 19:00:04 +0000 2018,  Irish flu vaccines. ,none,none,0.738930786
Tue Apr 03 18:46:43 +0000 2018,Today I complained so much about the flu I think I'm growing a beard #manflu,Queens,none,0.637840679
Wed Mar 28 18:39:09 +0000 2018,When you FW her but you keep telling yourself naw .. yeah i definitely got the flu I’m bout to get me some tussin,none,none,0.57924123
Wed Apr 18 18:49:44 +0000 2018,  Get Sol705! Sol705 a free point &amp;amp; click graphic adventure with lots of retro mystery and a plot set to stunt!  #ga…,none,none,0.450341263
Wed May 02 18:29:39 +0000 2018,"Wow, wow, WOW. Very interesting read ",Overland Park,none,0.283509359
Thu Apr 05 18:57:10 +0000 2018,"  News is like watching a film without an ending. It all kicks off, but they never finish the story. What did happen to Ebola…",none,none,0.269956961
Mon Apr 02 19:44:10 +0000 2018,  4-2-18: Day six of the flu ,none,none,0.253648503
Thu Apr 26 18:29:55 +0000 2018,"  I made an appointment yesterday for today because i start my second job tomorrow and i get a message saying,  hey i got th…",none,none,0.195393516
Thu Apr 05 18:45:42 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none,0.028229398
Tue Apr 17 17:13:08 +0000 2018,"  Kovsie Students, the pharmacy on campus is doing Flu Vaccinations and you dont need to make a booking or anything. You can use…",none,none,0.587134167
Fri Apr 27 19:45:12 +0000 2018,"It's 30 degrees hot and i'm wearing a robe and a beanie, coz flu - coz medlemon - coz panado",none,none,0.76009884
Wed Apr 18 19:01:32 +0000 2018,FUCK YOUR FLU GIVE ME MY CASH ,none,none,0.861126016
Wed Apr 18 18:28:50 +0000 2018,"  Magnus: I see you're down with the flu  Alec: yeah, here's a snotty tissue for your box  Magnus: Alexander..",none,none,0.949135229
Tue Mar 27 18:25:33 +0000 2018,How many calories does blowing your nose every 2 minutes burn? #flu #sick,none,none,0.377714528
Mon Apr 16 18:56:45 +0000 2018,  this app amazes me more &amp; more everyday I’m convinced y’all just like blaming people with mental illnesses for everything li…,none,none,0.394372602
Wed Apr 25 21:05:58 +0000 2018,Just my darn luck I got my teeth pulled on Monday and today work up with the flu. Just great.......,none,US,0.211457262
Thu Apr 26 17:51:56 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,0.854482183
Tue May 01 18:14:46 +0000 2018,  Gardaí Come Down With the ‘Blue Flu’ #OnThisDay 20 years ago ,none,none,0.062256933
Tue Apr 17 16:34:23 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,0.097743712
Mon Apr 02 19:30:23 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,0.840617341
Wed Apr 25 20:21:24 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none,0.694836423
Wed Mar 28 18:52:58 +0000 2018,I would get the flu... ,none,none,0.156789589
Thu Apr 19 18:03:02 +0000 2018,"  #Antibiotics are the right tool for bacterial #infections, but not when it comes to viruses like the ones that cause colds or f…",none,none,0.37432502
Tue Apr 24 17:54:08 +0000 2018,I liked a  video  Gordon Ramsay Finds BURNT Chicken Wings in BBQ | Hotel Hell,none,none,0.289477048
Tue Mar 27 18:23:56 +0000 2018,i can do stupid shitposts while enjoying this fever but i can't do any actual 'work' on my demo accounts and whatnots  i need to offload this $flu asap - any takers? i promise not to marketdump on you,Chelmsford,none,0.67888525
Wed Apr 18 18:25:12 +0000 2018,That's actually really cool ,none,none,0.740166425
Tue Apr 17 16:26:20 +0000 2018,  We see frequent reassortment in seasonal influenza H3N2 between the HA gene and the NA gene:  ,Cleveland,none,0.261420827
Mon Apr 30 19:15:18 +0000 2018,Are We Prepared For A Killer Flu Epidemic?  ,none,none,0.453906712
Mon Apr 02 19:15:00 +0000 2018,Researchers at  and  determined routes of respiratory #infectiousdisease transmission on aircraft. How far does #flu travel? What can passengers do to protect themselves?   Read more: ,none,none,0.837155996
Mon Apr 02 19:09:38 +0000 2018,Everyone in this house is getting/has the flu and we just got over collectively having colds barely 2 weeks ago. ,none,none,0.401079441
Fri Mar 30 18:29:08 +0000 2018,  Ooh me too sorry I’ve had the flu,none,US,0.741508971
Thu Apr 26 17:49:36 +0000 2018,  I felt so beautiful today before the flu decided to hit me like a car ,none,none,0.654965487
Tue Apr 03 18:25:27 +0000 2018,"My flu prevention article, Mind Body Health: Preventing the Flu Through Emotional Wellbeing..published in Best Self Magazine  … … … … … … … … … … … … … … … … … … …",none,none,0.179552439
Mon Apr 30 19:18:15 +0000 2018,Scott came home sick with what appears to either be flu or food poisoning and I'm also apparently sick as I didn't even here him come home in my feverish sleep after putting the dogs in their crates earlier... #fml #flu,none,none,0.770493217
Wed May 02 19:09:55 +0000 2018,  Bill and Melinda Gates have launched a $12 million challenge with Larry Page to encourage scientists to invent a universa…,none,none,0.311815557
Wed May 02 18:50:49 +0000 2018,Have u ever had such bad flu that it feels like a part of your brain also drained with it?  ,none,none,0.653868399
Fri Apr 27 19:36:44 +0000 2018,"  The early symptoms of hantavirus are similar to flu and include fever, severe muscle aches an fatigue. ",none,none,0.962066892
Mon Apr 23 18:37:23 +0000 2018,"Well I took a shower trying to feel better bc I’m pretty sure I have the stomach flu, but I ended up falling asleep in the shower for like an hour",none,US,0.179185546
Wed Apr 18 19:02:31 +0000 2018,"  *Important Update*  As you are probably aware, we've been closed due to an outbreak of Cat Flu. This has now been extended…",none,none,0.654724623
Tue Mar 27 18:34:25 +0000 2018,  Draymond Green is doubtful because of flu like symptoms/throat infection,none,none,0.368880255
Thu Apr 26 18:10:27 +0000 2018,  Working on my tattoo portfolio today because there’s nothing in it plus I am ill with the flu and want to make commissions…,none,none,0.819951871
Tue Apr 24 17:58:08 +0000 2018, #Flu viruses are constantly changing. Learn more about how these viruses change over time: ,none,none,0.388767353
Wed Apr 18 18:50:23 +0000 2018,    From Africa you say? Bird 'flu? #NotPheasant #MarkAvery,none,none,0.215928593
Mon Apr 02 19:38:46 +0000 2018,I’ve spent pretty much all day in bed with the flu and conjunctivitis. Still better than working in Currys today. ,none,GB,0.512022884
Tue Apr 24 18:00:17 +0000 2018, That's me with Bahamadia. Every song is a shot of Nyquil Flu and Cough medicine. Zzzzzzz. Can't do it.,none,none,0.90741055
Thu Apr 05 18:18:52 +0000 2018,  HE KNEW SOME SHIT AND THEY KILLED THIS MAN. Ain’t he the one who said the flu shot caused the epidemic and they did it inten…,none,none,0.909147131
Tue Apr 24 18:10:35 +0000 2018,"'Night Court' Star Harry Anderson's Cause of Death Revealed: 'Night Court' star Harry Anderson died of a stroke he apparently suffered in the night, which might've been triggered by the flu and a specific type of heart disease. #TMZ has obtained… ",Gilbert,none,0.570944123
Mon Apr 02 19:30:20 +0000 2018,The Long Arm Of The Flu Virus - Shared from  [ #Viruses ,none,none,0.636640544
Tue Mar 27 18:25:19 +0000 2018,"  That's not love in the air, it's the flu.",none,none,0.867393857
Tue Apr 03 18:49:22 +0000 2018, And didn't win till he played with dwade cough*halloffamer*cough and didn't win the second title of not for Ray Allen cough*halloffamer*cough. Excuse me flu season you know.,none,none,0.703767986
Fri Mar 30 19:00:36 +0000 2018,  Irish flu vaccines. ,none,none,0.577587534
Fri Apr 27 19:38:02 +0000 2018,   I've just seen you are doing a thread about #Sepsis please could you retweet this from this amazing l…,none,none,0.404217941
Thu Apr 19 18:44:44 +0000 2018,"  Sitara please take complete rest , as flu can be harmful for your heart , so please take care",none,none,0.066078364
Fri Apr 27 18:54:21 +0000 2018,  Another four children have died from the flu this year. The to-date season total is 160 deaths. Simply horrible. So muc…,none,none,0.498768269
Sun Apr 01 20:25:34 +0000 2018,s2g if my newphew has given me the flu ,none,none,0.334920401
Thu Apr 05 19:01:32 +0000 2018, Yes you’re actually right. They’re killing us slowly with these vaccines! He had spoken out about this years flu vaccine killing people and like clockwork we now have flu B strain.  This man was not suicidal per his own family’s statements.,none,none,0.098407372
Mon Apr 30 19:16:05 +0000 2018,"  ""If we do not work quickly to remove the #pandemic threat forever, those black-&amp;-white images of yesteryear—the endless rows o…",none,none,0.483054282
Wed Apr 25 20:27:47 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none,0.536137718
Tue Mar 27 18:12:09 +0000 2018,The stomach flu is a plague.,none,none,0.13686164
Tue Mar 27 18:24:44 +0000 2018,"  My health car provider just sent me an email telling me it's not too late to get a flu shot. With all due respect, the…",none,none,0.839558603
Thu Apr 05 18:32:10 +0000 2018,Pretty sure our entire apartment is gonna die by next week but it’s fine  ,none,none,0.881011094
Wed Apr 25 20:20:34 +0000 2018,Side note: ya girl is currently sick with the flu so I think my reaction is somewhat reasonable,none,US,0.004832812
Mon Apr 02 19:39:27 +0000 2018,Is It Food Poisoning or Stomach Flu? -  ,none,none,0.190373912
Tue Apr 17 17:05:50 +0000 2018,Watch me get the flu since I just got the shot,none,none,0.532267152
Tue Apr 03 19:04:21 +0000 2018,"  Me: Damn, just got flu again  People: ",none,none,0.102133804
Mon Apr 16 18:39:20 +0000 2018,         The likes of NWO and The Murdochs + Rot…,none,none,0.85369578
Mon Apr 23 18:44:40 +0000 2018,For now ,none,none,0.746068417
Tue Apr 17 16:48:58 +0000 2018,Idk if it’s flu or just sinus,none,none,0.975727893
Thu Apr 05 18:24:01 +0000 2018, Please Pat... eat a vegetable you’re not allergic to. Get a flu shot. Moderate exercise and plenty of sleep,none,none,0.416027616
Wed Mar 28 18:57:55 +0000 2018,"  Flu and pneumonia infection may increase risk of heart attack and stroke in the days after infection, according to new study i…",none,none,0.112146766
Wed Apr 18 18:02:09 +0000 2018," Cheers n so do I,  honestly thee worst flu I've ever had  x",none,none,0.206250268
Tue Apr 24 18:00:42 +0000 2018,CDCgov: MelissxM #Flu viruses are constantly changing. Learn more about how these viruses change over time: ,none,none,0.091219365
Wed Apr 25 20:52:33 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none,0.092695136
Fri Mar 30 18:34:34 +0000 2018,Getting into Nioh and later some League. Finally no longer sick F*** the flu. 720p/60fps (Eng/Ger)  #twitchkittens #Nioh #twitch,none,none,0.981736336
Fri Apr 27 19:39:38 +0000 2018,Bill Gates Just Announced a $12 Million Contest for a Universal Flu Vaccine ,none,none,0.608142616
Mon Apr 16 19:16:06 +0000 2018, ok well when u have a severe fuckin flu lmk what u do bitch,none,US,0.277259509
Thu Apr 05 19:02:56 +0000 2018,"If a passenger on a flight has the flu, their 11 nearest neighbors have an 80-100% chance of being infected  ",none,none,0.815331723
Wed Apr 18 19:02:27 +0000 2018,  When I have flu but  malume just doesnt allow negativity in my system . ,none,none,0.838058999
Thu Apr 19 18:08:37 +0000 2018,"Everything You Need to Know About Period Flu, Which Could Explain Why You Feel Sick Before You Get Your Period ",none,none,0.282184861
Wed Mar 28 18:46:00 +0000 2018, So what you are really trying to say is that people of color and the poor are too stupid to get a government issued ID? How do they buy beer or flu medicine? How do they get a job or apply for SNAP?,none,none,0.101537835
Thu Apr 26 18:29:46 +0000 2018,Mill$ – Bird Flu [ Prod.  ] ( Official Video ) ,Muncie,none,0.981655129
Mon Apr 23 18:20:07 +0000 2018, Maybe consider the negative influence from those who should know better #VaccinesWork #Protectourfuture ,none,none,0.572447275
Wed Apr 18 18:36:53 +0000 2018,"  A reminder:  - 40,000 nurses short  - 10,000 Drs down  - 100,000 vacant posts across NHS (~1/11) - nearly 15,000 beds c…",none,none,0.375483583
Wed Mar 28 18:31:27 +0000 2018,  Help keep your coworkers healthy by staying home when you are sick. Stay home for 24 hours after your fever is gone. Get more #…,none,none,0.590598862
Thu Apr 05 18:26:43 +0000 2018,  This man dared to speak out against the flu shot. #thursdaythoughts #cdccover #medicalmafia #riseup ,none,none,0.777977636
Thu Apr 05 19:05:28 +0000 2018,"  This is the same brotha that said the “flu vaccine” and was actually giving people and the flu and killing them, he mysterio…",none,none,0.739521256
Fri Mar 30 18:49:12 +0000 2018,  When should you get your annual flu shot? ,none,none,0.061426457
Tue Apr 03 18:25:55 +0000 2018,9 countries have boycotted foiegras re bird flu #banfoiegras ,none,none,0.944624161
Mon Apr 16 19:00:10 +0000 2018,Except i woke up with the stomach flu and I’m mad at my mom for that.,none,none,0.628382187
Thu Apr 05 18:24:05 +0000 2018,Remember the CDC employee who said 1 critical thing about the Flu  vaccine? Well he went missing shortly after. He was just found dead in a  river. ,none,none,0.86264767
Thu Apr 19 18:53:43 +0000 2018,"  Hey, so remember how we had a really bad flu season this year? Yeah, there's a banking story in everything... ",none,none,0.97350517
Sun Apr 01 20:49:48 +0000 2018, Hopefully listening to positive music will help get rid of your flu. Ferry Corsten  Ferries music touches the sole like no other and is a cure all to humanity.  ,none,GB,0.097050007
Wed Mar 28 18:42:10 +0000 2018,Higher prices help foie gras farmers overcome bird flu crises ,none,none,0.905701488
Tue Apr 03 19:13:17 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,0.702283693
Tue Apr 03 18:41:28 +0000 2018,Let me attack this flu before it attacks me.,none,none,0.453788996
Wed May 02 19:11:12 +0000 2018," Ben, did you catch an SJW flu lately?",none,none,0.309980383
Wed Apr 25 21:05:02 +0000 2018,  Dude caught the estrogen flu living with that many chicks.,none,none,0.224788162
Wed Mar 28 18:01:21 +0000 2018,"Damn, the flu done ran thru the house like Thanos.",none,none,0.535254574
Thu Apr 19 18:29:22 +0000 2018,Had to go to the movies with my cold and flu. *cough and wheeze* haha  #sorry,none,none,0.839925974
Wed Apr 18 19:04:06 +0000 2018, H3N8 is dog flu. ''Tis a joke.,none,none,0.11498179
Mon Apr 30 19:17:41 +0000 2018,"  ""If we do not work quickly to remove the #pandemic threat forever, those black-&amp;-white images of yesteryear—the endless rows o…",none,none,0.287187248
Wed May 02 18:50:05 +0000 2018,Pics or it didn't happen =) ,none,none,0.228026022
Fri Apr 27 18:57:13 +0000 2018,  twitter is giving me flu symptoms. i'm straight up nauseous and sweating reading the amount of people defending kanye…,none,none,0.102520566
Mon Apr 02 13:25:34 +0000 2018,"The Tea That Can Help Treat Strep Throat, Flu And Sinus Infections ",none,none,0.631277534
Thu Apr 05 18:19:49 +0000 2018,Shit so weird how people cling to conspiracies when reality enough. ,none,none,0.363873442
Fri Apr 27 19:08:25 +0000 2018,"I would like to confirm, after hearing from many individuals, that ""Flurovision"" is a thing. ",none,none,0.334016178
Tue May 01 17:58:47 +0000 2018,"Well done, great result ",none,none,0.525276002
Thu Apr 05 19:04:09 +0000 2018,"Dr. David Cennimo discusses human adenovirus virus, a respiratory illness with symptoms strikingly similar to the flu. (PC: Health Throughfare)  #RutgersResearch ",none,none,0.345981594
Fri Mar 30 19:10:41 +0000 2018,1918 Influenza Pandemic 100 Year Commemoration | Pandemic Influenza (Flu) | CDC  via ,none,none,0.752458678
Mon Apr 02 19:22:05 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,0.294142156
Tue Apr 03 18:31:08 +0000 2018," I thought the poorly hat was to help man flu, y’know, jerk your head warm, not bowel iregularity :-/  Drink water. It cures everything",none,none,0.695984389
Tue Apr 17 17:09:49 +0000 2018,"  Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none,0.673623282
Thu Apr 26 18:36:03 +0000 2018,  This made sense to you? ,none,none,0.180563349
Tue Apr 17 17:23:07 +0000 2018,  Would cumming help against the flu??  ,none,none,0.304503773
Wed Apr 18 18:34:59 +0000 2018,2 million more flu cases could be avoided by hitting national target ,none,none,0.13690387
Wed Apr 18 18:25:03 +0000 2018,"Some of this new era rap, honestly, deep down, gives me the flu. Don’t @ me, please",none,US,0.064865554
Wed Mar 28 18:38:18 +0000 2018,  CDC warns of 2nd wave of flu hitting US ,none,none,0.787547765
Wed Apr 18 18:57:26 +0000 2018,"   Every time my son coughs, I hear a nail.  The helplessness I feel when my son has the flu cannot be described.  E…",none,none,0.602392539
Thu Apr 19 18:35:38 +0000 2018,"  Half NyQuil cold, half NyQuil flu.* ",none,none,0.294585505
Tue May 01 17:50:35 +0000 2018,"What We're Reading: Universal Flu Vaccine; E. coli Outbreak; Automatic Enrolling in ACA, Medicaid Plans ",none,none,0.237935073
Mon Apr 23 18:38:44 +0000 2018,I think my flu is contagious. My 2 friends are sick now :/,none,none,0.448197271
Thu Apr 05 18:33:39 +0000 2018,Officials: Body found in Chattahoochee River is missing CDC scientist - RIP  Scientist had inside info on Ebola Zika and the Flu and #truth the government withholds from the public.  He was #takenOut...   #FakeNews ,none,none,0.757768204
Thu Apr 05 18:53:28 +0000 2018,  Well given a choice of a bad dose of the flu or being in contact with the deadliest nerve agent known to man give me the Nov…,none,none,0.623957474
Thu Apr 05 18:18:40 +0000 2018,  This is going to open an infectious conspiracy gone wrong ,none,none,0.028997666
Wed Mar 28 18:39:16 +0000 2018,"Doesnt matter whats wrong with me, my dad always resorts to “being on that all day aint gonna help”. Because looking at a screen is gonna make flu a lot worse yanno",none,none,0.676218266
Fri Apr 27 19:29:07 +0000 2018,"  Flu season will be here again before you know it, and flu shots don't always keep you from contracting one of the many bugs out…",none,none,0.864352953
Thu Apr 26 17:54:00 +0000 2018, Aww man I got my Flu Jabs a few weeks ago and all we got was some stupid pamphlet.,none,none,0.82527672
Tue May 01 18:07:54 +0000 2018, Hallucinating spiders? Coughing blood? That’s.... not normal for flu-like symptoms. Are you alright? Are you going through something? ,none,none,0.311602125
Thu Apr 26 18:19:02 +0000 2018,will  be out with the flu? Probably,none,none,0.334206503
Tue May 01 17:34:00 +0000 2018,"“This yr we saw a lot of healthy children &amp; adults lose their lives to flu. I hope that people don’t forget about that. I hope when it comes time to get vaccinated for 2018-19 they remember how severe this #flu season was.” COO, Serese Marotta  ",none,none,0.892869652
Thu Apr 05 19:07:04 +0000 2018,We interrupt spring break potty training goals to bring you the toddler stomach flu.  Send help.,none,none,0.697682345
Mon Apr 16 19:07:44 +0000 2018,"  Sooooooo, I’m wondering. My daughter has local honey everyday on her yogurt. -for two years now.  Her twin brother. No h…",none,none,0.420102356
Mon Apr 02 19:07:58 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,0.864347637
Tue Mar 27 18:51:49 +0000 2018, Apparently sea salt is supposed to help counteract the keto flu,none,none,0.313744013
Tue Apr 17 16:23:48 +0000 2018,bro i ain’t been this sick since swine flu ,none,none,0.830087188
Wed Mar 28 18:56:21 +0000 2018,STOP GET OUT ,none,none,0.28363586
Mon Apr 23 18:38:17 +0000 2018,  I tell my man I have flu. He says I'll uber eat food for you coz I know you are useless at cooking and you will starve…,none,none,0.493748888
Wed Mar 28 18:52:31 +0000 2018,My vitamin D levels are so low that I literally cracked a rib from coughing when I had the flu a few months ago and I just ,none,none,0.830296222
Mon Apr 16 18:59:34 +0000 2018,Important read ,none,none,0.665332042
Tue Apr 17 16:20:27 +0000 2018,  A little bit of toxic masculinity a day keeps the man flu away.,none,none,0.318868301
Wed Apr 18 18:17:19 +0000 2018,"My broiler chickens is coming this week. The broiler coop is cleaned saw dust is lay out, food feeders is full and water feeder's is fixed. I have awaited this for months. We had bird flu and now we got the green light. I love farming ",none,none,0.812332838
Tue Mar 27 18:08:08 +0000 2018,  Enjoy ! Just got back from Europe and dying from the flu. Wish I could have been there!,Cincinnati,ZA,0.290557903
Wed Mar 28 18:33:49 +0000 2018,"I haven’t left my bed in 4 days.. I’ve dropped 17lbs, I look like a zombie, I haven’t eaten anything besides pretzels and toast, and I feel so weak. This flu needs to get out of me already",Indiana,none,0.58008225
Thu Apr 05 18:25:35 +0000 2018,  HE KNEW SOME SHIT AND THEY KILLED THIS MAN. Ain’t he the one who said the flu shot caused the epidemic and they did it inten…,none,none,0.697710215
Tue May 01 18:00:06 +0000 2018,"TIL the #Spanish Flu, which killed 5% of the world’s population, was especially lethal to healthy adults. ... ",none,none,0.661169251
Mon Apr 02 19:00:09 +0000 2018,"Complete Cold n Flu 4Kids, 125 Tabs Book On WhatsApp Now: +971559989729 #UAESupplements ",none,none,0.738911668
Wed Apr 25 20:27:20 +0000 2018,White Sox's Abreu leaves game because of flu-like symptoms ,none,none,0.935674093
Thu Apr 26 18:11:23 +0000 2018, No flu shots at my house but I still gotta share,none,none,0.504006563
Tue Apr 03 18:35:08 +0000 2018,  Status updates for tonight's game at Oklahoma City: Kevin Durant (right rib soreness) &amp; Klay Thompson (fractured right thum…,none,none,0.245228185
Fri Apr 27 19:01:06 +0000 2018,i haven't prepared for entrance exams at all cause work is too much for me which makes me feel awful about myself and dysphoria has been unbearable and my mom is acting all fucked up and i had the flu and i've been travelling and it's been Too Much for my mentally ill ass,none,none,0.664398452
Tue Mar 27 18:16:42 +0000 2018,Uh oh... ,none,none,0.191287996
Mon Apr 23 18:26:04 +0000 2018,Getting over flu so had a gentle walk to a nearby church yard for some air. Bordered Shiedbug i think? On a gravestone. ,none,none,0.72913875
Tue Mar 27 18:46:16 +0000 2018,End of Brutal Flu Season in Sight  ,none,none,0.217597649
Thu Apr 05 18:57:23 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none,0.694312382
Tue Apr 24 17:39:14 +0000 2018,  I tell my man I have flu. He says I'll uber eat food for you coz I know you are useless at cooking and you will starve…,none,none,0.521186422
Fri Apr 27 19:50:04 +0000 2018,  Bill Gates is launching a $12m grand challenge to prevent a future flu pandemic by developing a universal vaccine. ,none,none,0.530596885
Tue Apr 03 19:13:53 +0000 2018,  #MakeABandSickly Flu Fighters,none,none,0.617533976
Tue Apr 24 17:59:57 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none,0.602528362
Tue Mar 27 18:15:33 +0000 2018,"Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty much everything except the heart.",none,none,0.951540617
Tue Apr 24 17:44:15 +0000 2018,Flu Project: Threat Emulation y TTPs ,none,none,0.007613917
Fri Apr 27 19:48:33 +0000 2018,Are We Prepared For A Killer Flu Epidemic? - ,none,none,0.435901859
Wed Apr 25 20:21:54 +0000 2018, Take complete rest dear.  It might be flu. It takes atleast 2 days. Get well soon.,none,none,0.137364783
Tue Apr 24 17:56:53 +0000 2018,  I tell my man I have flu. He says I'll uber eat food for you coz I know you are useless at cooking and you will starve…,none,none,0.454770682
Fri Mar 30 19:11:47 +0000 2018,"Elderberry Drops - Potent Immunity booster, Allergy relief, Cold &amp; Flu Relief...  via ",none,none,0.956746087
Mon Apr 16 18:58:20 +0000 2018,  Washing your hands is one of the easiest ways to protect yourself and others from flu. See tips on how to wash your hands p…,none,none,0.284935642
Thu Apr 05 18:51:00 +0000 2018," The anthrax vaccine that caused the ""gulf war syndrome"" in our troops was because of the additive squalene. The military went to Congress multiple times to have it removed because of the damage happening. They have now added it to all flu shots for over 65 +",none,none,0.081202948
Sun Apr 01 20:35:23 +0000 2018,  F U flu ,none,none,0.113858956
Mon Apr 02 19:35:20 +0000 2018,  Play Sol705! Sol705 a free point &amp;amp; click graphic adventure with lots of retro mystery and a plot set to stunt!  #g…,none,none,0.209846187
Thu Apr 26 18:16:34 +0000 2018,  Did you know? #Fluvax prevented 2.6M flu medical visits during the 2016-17 flu season. That’s more than the number of students…,none,none,0.507963585
Thu Apr 05 18:21:18 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none,0.570293925
Wed Mar 28 18:31:31 +0000 2018,before i got the flu i was in some great shape and then ever since i got the flu i still haven’t been at my best. such a setback ,none,none,0.873312272
Wed May 02 18:30:42 +0000 2018,"  On the 100th anniversary of the Spanish Flu, 60 long-term care facilities and nursing homes practice a pandemic influen…",none,none,0.12588995
Tue Apr 17 17:17:57 +0000 2018,I thought I'd escaped the Icelandic Death Flu this year but it's started hitting me pretty hard this afternoon. #evefanfest,none,none,0.739259788
Wed May 02 18:42:11 +0000 2018,   #STUDY: #Colostrum Is At Least 3 Times More Effective Than #Flu #Vaccine To Prevent Flu  ,none,none,0.113969838
Thu Apr 05 18:44:50 +0000 2018,"   No flu shots for me. Get quality sleep, healthy food and moderate exercise. ",none,none,0.236040408
Tue Mar 27 18:21:18 +0000 2018,  Single jab that protects against all strains of flu for 10 years could be available on the NHS in just two years  ,none,none,0.563651764
Tue Apr 17 16:48:54 +0000 2018, You know now  .....Nija style....Flu has no cure....the virus only needs to complete its cycle and its gone.,none,none,0.907786906
Wed Apr 18 18:16:39 +0000 2018,  How Much Do You Really Know About the #Flu Vaccine?  ,none,none,0.67812884
Wed Apr 25 20:46:44 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none,0.437677173
Tue Mar 27 18:33:28 +0000 2018,"  Overall, H3N2 flu viruses have predominated this season, but latest #FluView shows influenza B viruses are now more common than…",none,none,0.519445594
Thu Apr 05 18:48:27 +0000 2018,"  This is the same brotha that said the “flu vaccine” and was actually giving people and the flu and killing them, he mysterio…",none,none,0.342485854
Thu Apr 05 18:31:05 +0000 2018,  My thoughts are with the families that have been affected. The loss of a child is a shock for the entire community. I hope t…,none,none,0.26705798
